	identifier	file	clip	clip_soft	scale	sum_stat	strand_pair	description	assay	source	group
4881	ENCFF028ZYN	path/to/data/ENCFF028ZYN.w5	128	32	2.0	mean	4881	CHIP:CTCF:vagina female adult (51 year)	chip	encode	CTCF
4882	ENCFF087KLN	path/to/data/ENCFF087KLN.w5	128	32	2.0	mean	4882	CHIP:H3K27ac:small intestine female adult (30 years)	chip	encode	H3K27ac
4883	ENCFF744DQP	path/to/data/ENCFF744DQP.w5	128	32	2.0	mean	4883	CHIP:HHEX:HepG2 3xFLAG using CRISPR	chip	encode	HHEX
4884	ENCFF516ALS	path/to/data/ENCFF516ALS.w5	128	32	2.0	mean	4884	CHIP:EZH2phosphoT487:neural progenitor cell originated from H9	chip	encode	EZH2phosphoT487
4885	ENCFF866FPZ	path/to/data/ENCFF866FPZ.w5	128	32	2.0	mean	4885	CHIP:H3K27ac:UCSF-4	chip	encode	H3K27ac
4886	ENCFF322AOQ	path/to/data/ENCFF322AOQ.w5	128	32	2.0	mean	4886	CHIP:ZBED5:HepG2 3xFLAG using CRISPR	chip	encode	ZBED5
4887	ENCFF881WBN	path/to/data/ENCFF881WBN.w5	128	32	2.0	mean	4887	CHIP:H3K27ac:rectal smooth muscle tissue female adult (50 years)	chip	encode	H3K27ac
4888	ENCFF984QGK	path/to/data/ENCFF984QGK.w5	128	32	2.0	mean	4888	CHIP:H3K4me3:GM23338 male adult (53 years) originated from GM23248	chip	encode	H3K4me3
4889	ENCFF595VMB	path/to/data/ENCFF595VMB.w5	128	32	2.0	mean	4889	CHIP:NFRKB:K562	chip	encode	NFRKB
4890	ENCFF266DPA	path/to/data/ENCFF266DPA.w5	128	32	2.0	mean	4890	CHIP:SIN3B:K562	chip	encode	SIN3B
4891	ENCFF919ISB	path/to/data/ENCFF919ISB.w5	128	32	2.0	mean	4891	CHIP:H3K9me3:SK-N-SH	chip	encode	H3K9me3
4892	ENCFF280RTW	path/to/data/ENCFF280RTW.w5	128	32	2.0	mean	4892	CHIP:H3K4me3:Loucy	chip	encode	H3K4me3
4893	ENCFF376JMO	path/to/data/ENCFF376JMO.w5	128	32	2.0	mean	4893	CHIP:H3K4me1:naive thymus-derived CD4-positive, alpha-beta T cell	chip	encode	H3K4me1
4894	ENCFF410TJB	path/to/data/ENCFF410TJB.w5	128	32	2.0	mean	4894	CHIP:H3K9me3:thyroid gland female adult (53 years)	chip	encode	H3K9me3
4895	ENCFF468WLM	path/to/data/ENCFF468WLM.w5	128	32	2.0	mean	4895	CHIP:NCOA1:K562	chip	encode	NCOA1
4896	ENCFF122PSF	path/to/data/ENCFF122PSF.w5	128	32	2.0	mean	4896	CHIP:H3K4me3:chorionic villus female embryo (40 weeks)	chip	encode	H3K4me3
4897	ENCFF543YLG	path/to/data/ENCFF543YLG.w5	128	32	2.0	mean	4897	CHIP:HDAC2:A549	chip	encode	HDAC2
4898	ENCFF618JDV	path/to/data/ENCFF618JDV.w5	128	32	2.0	mean	4898	CHIP:H3K36me3:ovary female adult (30 years)	chip	encode	H3K36me3
4899	ENCFF851RBH	path/to/data/ENCFF851RBH.w5	128	32	2.0	mean	4899	CHIP:H3K27ac:large intestine male embryo (108 days)	chip	encode	H3K27ac
4900	ENCFF179TJW	path/to/data/ENCFF179TJW.w5	128	32	2.0	mean	4900	CHIP:H3K4me1:spleen female adult (53 years)	chip	encode	H3K4me1
4901	ENCFF746SWH	path/to/data/ENCFF746SWH.w5	128	32	2.0	mean	4901	CHIP:H3K27ac:Karpas-422	chip	encode	H3K27ac
4902	ENCFF595SQU	path/to/data/ENCFF595SQU.w5	128	32	2.0	mean	4902	CHIP:H3K4me3:CD8-positive, alpha-beta T cell male adult (21 year)	chip	encode	H3K4me3
4903	ENCFF147WWK	path/to/data/ENCFF147WWK.w5	128	32	2.0	mean	4903	CHIP:KDM4B:K562	chip	encode	KDM4B
4904	ENCFF497TFP	path/to/data/ENCFF497TFP.w5	128	32	2.0	mean	4904	CHIP:H3K9me3:chorionic villus female embryo (40 weeks)	chip	encode	H3K9me3
4905	ENCFF910NPA	path/to/data/ENCFF910NPA.w5	128	32	2.0	mean	4905	CHIP:H3K4me1:CD4-positive, alpha-beta memory T cell	chip	encode	H3K4me1
4906	ENCFF037GZN	path/to/data/ENCFF037GZN.w5	128	32	2.0	mean	4906	CHIP:ZNF169:HEK293 eGFP- genetically modified using site-specific recombination originated from HEK293	chip	encode	ZNF169
4907	ENCFF840FTR	path/to/data/ENCFF840FTR.w5	128	32	2.0	mean	4907	CHIP:H3K4me1:SK-N-SH	chip	encode	H3K4me1
4908	ENCFF984WLE	path/to/data/ENCFF984WLE.w5	128	32	2.0	mean	4908	CHIP:H3K27ac:HCT116	chip	encode	H3K27ac
4909	ENCFF651TUQ	path/to/data/ENCFF651TUQ.w5	128	32	2.0	mean	4909	CHIP:H3K4me3:neural progenitor cell originated from H9	chip	encode	H3K4me3
4910	ENCFF009LCG	path/to/data/ENCFF009LCG.w5	128	32	2.0	mean	4910	CHIP:CTCF:breast epithelium female adult (51 year)	chip	encode	CTCF
4911	ENCFF328CQQ	path/to/data/ENCFF328CQQ.w5	128	32	2.0	mean	4911	CHIP:CTCF:gastroesophageal sphincter male adult (54 years)	chip	encode	CTCF
4912	ENCFF027EMM	path/to/data/ENCFF027EMM.w5	128	32	2.0	mean	4912	CHIP:NR2F1:HepG2 3xFLAG using CRISPR	chip	encode	NR2F1
4913	ENCFF319LDF	path/to/data/ENCFF319LDF.w5	128	32	2.0	mean	4913	CHIP:H3K4me3:neuroepithelial stem cell genetically modified using stable transfection originated from H9	chip	encode	H3K4me3
4914	ENCFF600PQH	path/to/data/ENCFF600PQH.w5	128	32	2.0	mean	4914	CHIP:REST:H1-hESC	chip	encode	REST
4915	ENCFF030VXP	path/to/data/ENCFF030VXP.w5	128	32	2.0	mean	4915	CHIP:MNT:MCF-7	chip	encode	MNT
4916	ENCFF408UAY	path/to/data/ENCFF408UAY.w5	128	32	2.0	mean	4916	CHIP:TRIM25:K562	chip	encode	TRIM25
4917	ENCFF404GUH	path/to/data/ENCFF404GUH.w5	128	32	2.0	mean	4917	CHIP:H3K4me1:mesendoderm originated from H1-hESC	chip	encode	H3K4me1
4918	ENCFF090ZGT	path/to/data/ENCFF090ZGT.w5	128	32	2.0	mean	4918	CHIP:ELK1:IMR-90	chip	encode	ELK1
4919	ENCFF646WIH	path/to/data/ENCFF646WIH.w5	128	32	2.0	mean	4919	CHIP:H3K4me1:subcutaneous abdominal adipose tissue nuclear fraction female adult (49 years)	chip	encode	H3K4me1
4920	ENCFF844JCE	path/to/data/ENCFF844JCE.w5	128	32	2.0	mean	4920	CHIP:ZNF521:HEK293 eGFP- genetically modified using site-specific recombination originated from HEK293	chip	encode	ZNF521
4921	ENCFF750WPB	path/to/data/ENCFF750WPB.w5	128	32	2.0	mean	4921	CHIP:ZNF639:HepG2 3xFLAG using CRISPR	chip	encode	ZNF639
4922	ENCFF476YVH	path/to/data/ENCFF476YVH.w5	128	32	2.0	mean	4922	CHIP:H3K27me3:liver male adult (32 years)	chip	encode	H3K27me3
4923	ENCFF464BRV	path/to/data/ENCFF464BRV.w5	128	32	2.0	mean	4923	CHIP:TEAD3:HepG2 3xFLAG using CRISPR	chip	encode	TEAD3
4924	ENCFF061ZZS	path/to/data/ENCFF061ZZS.w5	128	32	2.0	mean	4924	CHIP:H3K27ac:foreskin keratinocyte male newborn	chip	encode	H3K27ac
4925	ENCFF820MYI	path/to/data/ENCFF820MYI.w5	128	32	2.0	mean	4925	CHIP:H3K9ac:skeletal muscle tissue male adult (54 years)	chip	encode	H3K9ac
4926	ENCFF502AUB	path/to/data/ENCFF502AUB.w5	128	32	2.0	mean	4926	CHIP:POLR2A:transverse colon male adult (37 years)	chip	encode	POLR2A
4927	ENCFF075CNP	path/to/data/ENCFF075CNP.w5	128	32	2.0	mean	4927	CHIP:CTCF:thoracic aorta male adult (37 years)	chip	encode	CTCF
4928	ENCFF653IYA	path/to/data/ENCFF653IYA.w5	128	32	2.0	mean	4928	CHIP:H3K9me3:mammary epithelial cell female adult (18 years)	chip	encode	H3K9me3
4929	ENCFF644XAH	path/to/data/ENCFF644XAH.w5	128	32	2.0	mean	4929	CHIP:ZNF580:HEK293 eGFP- genetically modified using site-specific recombination originated from HEK293	chip	encode	ZNF580
4930	ENCFF525ZRM	path/to/data/ENCFF525ZRM.w5	128	32	2.0	mean	4930	CHIP:H3K4me3:K562	chip	encode	H3K4me3
4931	ENCFF597BTG	path/to/data/ENCFF597BTG.w5	128	32	2.0	mean	4931	CHIP:H3K4me1:skeletal muscle tissue male adult (54 years)	chip	encode	H3K4me1
4932	ENCFF450KFO	path/to/data/ENCFF450KFO.w5	128	32	2.0	mean	4932	CHIP:ZNF404:HEK293 eGFP- genetically modified using site-specific recombination originated from HEK293	chip	encode	ZNF404
4933	ENCFF864ZRY	path/to/data/ENCFF864ZRY.w5	128	32	2.0	mean	4933	CHIP:ATF4:HepG2 3xFLAG using CRISPR	chip	encode	ATF4
4934	ENCFF806CWA	path/to/data/ENCFF806CWA.w5	128	32	2.0	mean	4934	CHIP:ARNT:K562	chip	encode	ARNT
4935	ENCFF273ZXW	path/to/data/ENCFF273ZXW.w5	128	32	2.0	mean	4935	CHIP:NFATC3:K562	chip	encode	NFATC3
4936	ENCFF169OTC	path/to/data/ENCFF169OTC.w5	128	32	2.0	mean	4936	CHIP:RB1:K562	chip	encode	RB1
4937	ENCFF367BNC	path/to/data/ENCFF367BNC.w5	128	32	2.0	mean	4937	CHIP:DMAP1:HepG2 3xFLAG using CRISPR	chip	encode	DMAP1
4938	ENCFF776IPC	path/to/data/ENCFF776IPC.w5	128	32	2.0	mean	4938	CHIP:H3K4me1:right cardiac atrium male adult (34 years)	chip	encode	H3K4me1
4939	ENCFF446TLB	path/to/data/ENCFF446TLB.w5	128	32	2.0	mean	4939	CHIP:TAF7:K562 eGFP- genetically modified using stable transfection	chip	encode	TAF7
4940	ENCFF869ICH	path/to/data/ENCFF869ICH.w5	128	32	2.0	mean	4940	CHIP:H3K9me3:chorionic villus embryo (16 weeks)	chip	encode	H3K9me3
4941	ENCFF345TBP	path/to/data/ENCFF345TBP.w5	128	32	2.0	mean	4941	CHIP:H3K36me3:lung female adult (30 years)	chip	encode	H3K36me3
4942	ENCFF725BQQ	path/to/data/ENCFF725BQQ.w5	128	32	2.0	mean	4942	CHIP:H3K27me3:neurosphere embryo (15 weeks) originated from ganglionic eminence	chip	encode	H3K27me3
4943	ENCFF982BRX	path/to/data/ENCFF982BRX.w5	128	32	2.0	mean	4943	CHIP:H3K9ac:caudate nucleus female adult (75 years)	chip	encode	H3K9ac
4944	ENCFF981JQQ	path/to/data/ENCFF981JQQ.w5	128	32	2.0	mean	4944	CHIP:H3F3A:smooth muscle cell originated from H9	chip	encode	H3F3A
4945	ENCFF440QGE	path/to/data/ENCFF440QGE.w5	128	32	2.0	mean	4945	CHIP:H3K4me2:IMR-90	chip	encode	H3K4me2
4946	ENCFF968LVP	path/to/data/ENCFF968LVP.w5	128	32	2.0	mean	4946	CHIP:H3K36me3:aorta male adult (34 years)	chip	encode	H3K36me3
4947	ENCFF615CPD	path/to/data/ENCFF615CPD.w5	128	32	2.0	mean	4947	CHIP:H3K9me3:GM23248	chip	encode	H3K9me3
4948	ENCFF531LMY	path/to/data/ENCFF531LMY.w5	128	32	2.0	mean	4948	CHIP:BCL6B:HEK293 eGFP- genetically modified using site-specific recombination originated from HEK293	chip	encode	BCL6B
4949	ENCFF376FKS	path/to/data/ENCFF376FKS.w5	128	32	2.0	mean	4949	CHIP:CTCF:LNCAP treated with 10 nM 17B-hydroxy-5a-androstan-3-one for 4 hours	chip	encode	CTCF
4950	ENCFF390BAT	path/to/data/ENCFF390BAT.w5	128	32	2.0	mean	4950	CHIP:H3K27me3:chorionic villus male embryo (16 weeks)	chip	encode	H3K27me3
4951	ENCFF503RHD	path/to/data/ENCFF503RHD.w5	128	32	2.0	mean	4951	CHIP:POLR2A:upper lobe of left lung male adult (37 years)	chip	encode	POLR2A
4952	ENCFF154ICY	path/to/data/ENCFF154ICY.w5	128	32	2.0	mean	4952	CHIP:ZNF354B:K562 eGFP- genetically modified using stable transfection	chip	encode	ZNF354B
4953	ENCFF719VWH	path/to/data/ENCFF719VWH.w5	128	32	2.0	mean	4953	CHIP:H3K27ac:naive thymus-derived CD4-positive, alpha-beta T cell	chip	encode	H3K27ac
4954	ENCFF897EBK	path/to/data/ENCFF897EBK.w5	128	32	2.0	mean	4954	CHIP:H3K27me3:T-helper 17 cell treated with phorbol 13-acetate 12-myristate , ionomycin	chip	encode	H3K27me3
4955	ENCFF114DFQ	path/to/data/ENCFF114DFQ.w5	128	32	2.0	mean	4955	CHIP:H4K5ac:H1-hESC	chip	encode	H4K5ac
4956	ENCFF837HCK	path/to/data/ENCFF837HCK.w5	128	32	2.0	mean	4956	CHIP:MLLT1:K562	chip	encode	MLLT1
4957	ENCFF845QWZ	path/to/data/ENCFF845QWZ.w5	128	32	2.0	mean	4957	CHIP:H3K27me3:heart right ventricle male child (3 years)	chip	encode	H3K27me3
4958	ENCFF774TEE	path/to/data/ENCFF774TEE.w5	128	32	2.0	mean	4958	CHIP:ZNF398:HEK293 eGFP- genetically modified using site-specific recombination originated from HEK293	chip	encode	ZNF398
4959	ENCFF366DMT	path/to/data/ENCFF366DMT.w5	128	32	2.0	mean	4959	CHIP:H3K4me1:heart male embryo (91 day)	chip	encode	H3K4me1
4960	ENCFF185PIA	path/to/data/ENCFF185PIA.w5	128	32	2.0	mean	4960	CHIP:H3K36me3:endodermal cell originated from HUES64	chip	encode	H3K36me3
4961	ENCFF625AQW	path/to/data/ENCFF625AQW.w5	128	32	2.0	mean	4961	CHIP:EP300:omental fat pad female adult (53 years)	chip	encode	EP300
4962	ENCFF219UQX	path/to/data/ENCFF219UQX.w5	128	32	2.0	mean	4962	CHIP:H3K27ac:gastroesophageal sphincter female adult (53 years)	chip	encode	H3K27ac
4963	ENCFF815OFM	path/to/data/ENCFF815OFM.w5	128	32	2.0	mean	4963	CHIP:H2AFZ:neural progenitor cell originated from H9	chip	encode	H2AFZ
4964	ENCFF101DFB	path/to/data/ENCFF101DFB.w5	128	32	2.0	mean	4964	CHIP:H3F3A:OCI-LY1	chip	encode	H3F3A
4965	ENCFF611FWS	path/to/data/ENCFF611FWS.w5	128	32	2.0	mean	4965	CHIP:H3K27ac:liver female adult (25 years)	chip	encode	H3K27ac
4966	ENCFF740GPW	path/to/data/ENCFF740GPW.w5	128	32	2.0	mean	4966	CHIP:H3K9me3:T-helper 17 cell originated from blood cell	chip	encode	H3K9me3
4967	ENCFF547WYC	path/to/data/ENCFF547WYC.w5	128	32	2.0	mean	4967	CHIP:H3K9me3:foreskin keratinocyte male newborn	chip	encode	H3K9me3
4968	ENCFF896WFU	path/to/data/ENCFF896WFU.w5	128	32	2.0	mean	4968	CHIP:H3K9me3:SK-N-MC	chip	encode	H3K9me3
4969	ENCFF385ACQ	path/to/data/ENCFF385ACQ.w5	128	32	2.0	mean	4969	CHIP:ZNF23:HEK293 eGFP- genetically modified using site-specific recombination originated from HEK293	chip	encode	ZNF23
4970	ENCFF385ZVU	path/to/data/ENCFF385ZVU.w5	128	32	2.0	mean	4970	CHIP:H3K27ac:esophagus male adult (34 years)	chip	encode	H3K27ac
4971	ENCFF390DEF	path/to/data/ENCFF390DEF.w5	128	32	2.0	mean	4971	CHIP:ZNF792:HEK293 eGFP- genetically modified using site-specific recombination originated from HEK293	chip	encode	ZNF792
4972	ENCFF949BRD	path/to/data/ENCFF949BRD.w5	128	32	2.0	mean	4972	CHIP:EP300:HeLa-S3	chip	encode	EP300
4973	ENCFF613CYH	path/to/data/ENCFF613CYH.w5	128	32	2.0	mean	4973	CHIP:IKZF2:GM12878	chip	encode	IKZF2
4974	ENCFF630HDY	path/to/data/ENCFF630HDY.w5	128	32	2.0	mean	4974	CHIP:H3K9me3:iPS DF 6.9 male newborn	chip	encode	H3K9me3
4975	ENCFF033UNX	path/to/data/ENCFF033UNX.w5	128	32	2.0	mean	4975	CHIP:H3K4me3:common myeloid progenitor, CD34-positive female adult (27 years)	chip	encode	H3K4me3
4976	ENCFF586FDC	path/to/data/ENCFF586FDC.w5	128	32	2.0	mean	4976	CHIP:CEBPB:GM12878	chip	encode	CEBPB
4977	ENCFF914AXF	path/to/data/ENCFF914AXF.w5	128	32	2.0	mean	4977	CHIP:H3K36me3:CD8-positive, alpha-beta T cell male adult (21 year)	chip	encode	H3K36me3
4978	ENCFF869EQY	path/to/data/ENCFF869EQY.w5	128	32	2.0	mean	4978	CHIP:ETS1:HepG2	chip	encode	ETS1
4979	ENCFF337JNF	path/to/data/ENCFF337JNF.w5	128	32	2.0	mean	4979	CHIP:H3K9me3:sigmoid colon female adult (53 years)	chip	encode	H3K9me3
4980	ENCFF674OQZ	path/to/data/ENCFF674OQZ.w5	128	32	2.0	mean	4980	CHIP:H3K9ac:liver female adult (25 years)	chip	encode	H3K9ac
4981	ENCFF424JDL	path/to/data/ENCFF424JDL.w5	128	32	2.0	mean	4981	CHIP:H3F3A:bipolar neuron originated from GM23338 treated with 0.5 ug/mL doxycycline hyclate for 4 days	chip	encode	H3F3A
4982	ENCFF179FYG	path/to/data/ENCFF179FYG.w5	128	32	2.0	mean	4982	CHIP:H4K20me1:MM.1S	chip	encode	H4K20me1
4983	ENCFF429UPL	path/to/data/ENCFF429UPL.w5	128	32	2.0	mean	4983	CHIP:EP300:stomach male adult (54 years)	chip	encode	EP300
4984	ENCFF946TCS	path/to/data/ENCFF946TCS.w5	128	32	2.0	mean	4984	CHIP:H3K27me3:muscle of trunk female embryo (115 days)	chip	encode	H3K27me3
4985	ENCFF265ADQ	path/to/data/ENCFF265ADQ.w5	128	32	2.0	mean	4985	CHIP:NCOA3:MCF-7	chip	encode	NCOA3
4986	ENCFF183WCI	path/to/data/ENCFF183WCI.w5	128	32	2.0	mean	4986	CHIP:H3K14ac:neural stem progenitor cell originated from H1-hESC	chip	encode	H3K14ac
4987	ENCFF770SEF	path/to/data/ENCFF770SEF.w5	128	32	2.0	mean	4987	CHIP:H3K27me3:neuron originated from H9	chip	encode	H3K27me3
4988	ENCFF420NYN	path/to/data/ENCFF420NYN.w5	128	32	2.0	mean	4988	CHIP:H3K9me3:Parathyroid adenoma male adult (62 years)	chip	encode	H3K9me3
4989	ENCFF525XNI	path/to/data/ENCFF525XNI.w5	128	32	2.0	mean	4989	CHIP:H3K36me3:neuroepithelial stem cell genetically modified using stable transfection originated from H9	chip	encode	H3K36me3
4990	ENCFF838FBE	path/to/data/ENCFF838FBE.w5	128	32	2.0	mean	4990	CHIP:H3K4me1:hepatocyte originated from H9	chip	encode	H3K4me1
4991	ENCFF537YFN	path/to/data/ENCFF537YFN.w5	128	32	2.0	mean	4991	CHIP:H3K36me3:body of pancreas male adult (37 years)	chip	encode	H3K36me3
4992	ENCFF887JZO	path/to/data/ENCFF887JZO.w5	128	32	2.0	mean	4992	CHIP:ZNF146:HEK293 eGFP- genetically modified using site-specific recombination originated from HEK293	chip	encode	ZNF146
4993	ENCFF860UJL	path/to/data/ENCFF860UJL.w5	128	32	2.0	mean	4993	CHIP:H3K27me3:ectodermal cell originated from embryonic stem cell	chip	encode	H3K27me3
4994	ENCFF337KKY	path/to/data/ENCFF337KKY.w5	128	32	2.0	mean	4994	CHIP:H3K36me3:germinal matrix male embryo (20 weeks)	chip	encode	H3K36me3
4995	ENCFF195HLW	path/to/data/ENCFF195HLW.w5	128	32	2.0	mean	4995	CHIP:H3K9me3:mid-neurogenesis radial glial cells genetically modified using stable transfection originated from H9	chip	encode	H3K9me3
4996	ENCFF314DQV	path/to/data/ENCFF314DQV.w5	128	32	2.0	mean	4996	CHIP:POLR2A:spleen female adult (51 year)	chip	encode	POLR2A
4997	ENCFF653LIS	path/to/data/ENCFF653LIS.w5	128	32	2.0	mean	4997	CHIP:H3K4me1:common myeloid progenitor, CD34-positive male adult (42 years)	chip	encode	H3K4me1
4998	ENCFF344UTH	path/to/data/ENCFF344UTH.w5	128	32	2.0	mean	4998	CHIP:H3K36me3:layer of hippocampus male adult (73 years)	chip	encode	H3K36me3
4999	ENCFF413NYF	path/to/data/ENCFF413NYF.w5	128	32	2.0	mean	4999	CHIP:ZNF610:HEK293 eGFP- genetically modified using site-specific recombination originated from HEK293	chip	encode	ZNF610
5000	ENCFF235KGZ	path/to/data/ENCFF235KGZ.w5	128	32	2.0	mean	5000	CHIP:H3K27me3:neural stem progenitor cell originated from H1-hESC	chip	encode	H3K27me3
5001	ENCFF903ARI	path/to/data/ENCFF903ARI.w5	128	32	2.0	mean	5001	CHIP:H3K36me3:peripheral blood mononuclear cell male adult (39 years)	chip	encode	H3K36me3
5002	ENCFF149GYM	path/to/data/ENCFF149GYM.w5	128	32	2.0	mean	5002	CHIP:H3K4me2:NCI-H929	chip	encode	H3K4me2
5003	ENCFF684EAQ	path/to/data/ENCFF684EAQ.w5	128	32	2.0	mean	5003	CHIP:YY2:HEK293 eGFP- genetically modified using site-specific recombination originated from HEK293	chip	encode	YY2
5004	ENCFF010VZL	path/to/data/ENCFF010VZL.w5	128	32	2.0	mean	5004	CHIP:H3K9me3:CD4-positive, alpha-beta T cell treated with phorbol 13-acetate 12-myristate , ionomycin	chip	encode	H3K9me3
5005	ENCFF551SXN	path/to/data/ENCFF551SXN.w5	128	32	2.0	mean	5005	CHIP:CTCF:spleen female adult (53 years)	chip	encode	CTCF
5006	ENCFF985JVY	path/to/data/ENCFF985JVY.w5	128	32	2.0	mean	5006	CHIP:H3K36me3:rectal smooth muscle tissue female adult (50 years)	chip	encode	H3K36me3
5007	ENCFF671FBK	path/to/data/ENCFF671FBK.w5	128	32	2.0	mean	5007	CHIP:H3K4me3:cingulate gyrus female adult (75 years)	chip	encode	H3K4me3
5008	ENCFF101BWM	path/to/data/ENCFF101BWM.w5	128	32	2.0	mean	5008	CHIP:H3K27ac:foreskin melanocyte male newborn	chip	encode	H3K27ac
5009	ENCFF283KQB	path/to/data/ENCFF283KQB.w5	128	32	2.0	mean	5009	CHIP:H3K36me3:CD8-positive, alpha-beta T cell	chip	encode	H3K36me3
5010	ENCFF404RAR	path/to/data/ENCFF404RAR.w5	128	32	2.0	mean	5010	CHIP:H3K27me3:neural stem progenitor cell originated from H1-hESC	chip	encode	H3K27me3
5011	ENCFF480RDD	path/to/data/ENCFF480RDD.w5	128	32	2.0	mean	5011	CHIP:H3K9me3:neurosphere embryo (15 weeks) originated from ganglionic eminence	chip	encode	H3K9me3
5012	ENCFF318MIL	path/to/data/ENCFF318MIL.w5	128	32	2.0	mean	5012	CHIP:H3K27ac:muscle layer of duodenum male adult (59 years)	chip	encode	H3K27ac
5013	ENCFF026MQA	path/to/data/ENCFF026MQA.w5	128	32	2.0	mean	5013	CHIP:ZNF24:K562	chip	encode	ZNF24
5014	ENCFF093NFQ	path/to/data/ENCFF093NFQ.w5	128	32	2.0	mean	5014	CHIP:H3K79me2:hepatocyte originated from H9	chip	encode	H3K79me2
5015	ENCFF142ZLR	path/to/data/ENCFF142ZLR.w5	128	32	2.0	mean	5015	CHIP:POLR2A:vagina female adult (51 year)	chip	encode	POLR2A
5016	ENCFF115AYZ	path/to/data/ENCFF115AYZ.w5	128	32	2.0	mean	5016	CHIP:EP300:ovary female adult (53 years)	chip	encode	EP300
5017	ENCFF244WBV	path/to/data/ENCFF244WBV.w5	128	32	2.0	mean	5017	CHIP:HCFC1:MCF-7	chip	encode	HCFC1
5018	ENCFF418JJK	path/to/data/ENCFF418JJK.w5	128	32	2.0	mean	5018	CHIP:H3K4me3:esophagus female adult (30 years)	chip	encode	H3K4me3
5019	ENCFF582YKY	path/to/data/ENCFF582YKY.w5	128	32	2.0	mean	5019	CHIP:H3K9me3:gastrocnemius medialis male adult (54 years)	chip	encode	H3K9me3
5020	ENCFF270ZPN	path/to/data/ENCFF270ZPN.w5	128	32	2.0	mean	5020	CHIP:CTCF:breast epithelium male adult (54 years)	chip	encode	CTCF
5021	ENCFF609FYE	path/to/data/ENCFF609FYE.w5	128	32	2.0	mean	5021	CHIP:CBFA2T3:K562	chip	encode	CBFA2T3
5022	ENCFF413VKO	path/to/data/ENCFF413VKO.w5	128	32	2.0	mean	5022	CHIP:H3K36me3:stomach female embryo (98 days)	chip	encode	H3K36me3
5023	ENCFF081XLE	path/to/data/ENCFF081XLE.w5	128	32	2.0	mean	5023	CHIP:H2AFZ:MM.1S	chip	encode	H2AFZ
5024	ENCFF072KUF	path/to/data/ENCFF072KUF.w5	128	32	2.0	mean	5024	CHIP:CTCF:tibial artery male adult (37 years)	chip	encode	CTCF
5025	ENCFF991PYT	path/to/data/ENCFF991PYT.w5	128	32	2.0	mean	5025	CHIP:H3K9me3:thyroid gland male adult (54 years)	chip	encode	H3K9me3
5026	ENCFF119YZL	path/to/data/ENCFF119YZL.w5	128	32	2.0	mean	5026	CHIP:CBFA2T2:K562	chip	encode	CBFA2T2
5027	ENCFF340WVN	path/to/data/ENCFF340WVN.w5	128	32	2.0	mean	5027	CHIP:CLOCK:MCF-7	chip	encode	CLOCK
5028	ENCFF630NCN	path/to/data/ENCFF630NCN.w5	128	32	2.0	mean	5028	CHIP:POLR2A:heart left ventricle female adult (51 year)	chip	encode	POLR2A
5029	ENCFF673QAP	path/to/data/ENCFF673QAP.w5	128	32	2.0	mean	5029	CHIP:H3K4me1:psoas muscle male child (3 years)	chip	encode	H3K4me1
5030	ENCFF347HIL	path/to/data/ENCFF347HIL.w5	128	32	2.0	mean	5030	CHIP:H3K9me2:GM23338 male adult (53 years) originated from GM23248	chip	encode	H3K9me2
5031	ENCFF294VXO	path/to/data/ENCFF294VXO.w5	128	32	2.0	mean	5031	CHIP:ZNF592:MCF-7	chip	encode	ZNF592
5032	ENCFF937JUR	path/to/data/ENCFF937JUR.w5	128	32	2.0	mean	5032	CHIP:H3K9ac:mesenchymal stem cell originated from H1-hESC	chip	encode	H3K9ac
5033	ENCFF123MKH	path/to/data/ENCFF123MKH.w5	128	32	2.0	mean	5033	CHIP:ZNF530:HEK293 eGFP- genetically modified using site-specific recombination originated from HEK293	chip	encode	ZNF530
5034	ENCFF948IZK	path/to/data/ENCFF948IZK.w5	128	32	2.0	mean	5034	CHIP:H3K4me2:OCI-LY3	chip	encode	H3K4me2
5035	ENCFF095RDM	path/to/data/ENCFF095RDM.w5	128	32	2.0	mean	5035	CHIP:NFIB:MCF-7	chip	encode	NFIB
5036	ENCFF429ZMO	path/to/data/ENCFF429ZMO.w5	128	32	2.0	mean	5036	CHIP:EZH2phosphoT487:PC-9	chip	encode	EZH2phosphoT487
5037	ENCFF327BUB	path/to/data/ENCFF327BUB.w5	128	32	2.0	mean	5037	CHIP:H3K27me3:CD4-positive, alpha-beta memory T cell	chip	encode	H3K27me3
5038	ENCFF701QYD	path/to/data/ENCFF701QYD.w5	128	32	2.0	mean	5038	CHIP:H3K4me3:subcutaneous abdominal adipose tissue nuclear fraction female adult (25 years)	chip	encode	H3K4me3
5039	ENCFF799EIL	path/to/data/ENCFF799EIL.w5	128	32	2.0	mean	5039	CHIP:H3K4me3:foreskin keratinocyte male newborn	chip	encode	H3K4me3
5040	ENCFF345NNP	path/to/data/ENCFF345NNP.w5	128	32	2.0	mean	5040	CHIP:EZH2:MM.1S	chip	encode	EZH2
5041	ENCFF508WLD	path/to/data/ENCFF508WLD.w5	128	32	2.0	mean	5041	CHIP:H2AK5ac:H1-hESC	chip	encode	H2AK5ac
5042	ENCFF513QHS	path/to/data/ENCFF513QHS.w5	128	32	2.0	mean	5042	CHIP:RAD21:HepG2 3xFLAG using CRISPR	chip	encode	RAD21
