	identifier	file	clip	clip_soft	scale	sum_stat	strand_pair	description	assay	source	group
201	CNhs11908-	path/to/data/coverage-.w5	768	384	1.0	sum	200	CAGE:Myoblast,	cage	fantom	fantom
202	CNhs11966+	path/to/data/coverage+.w5	768	384	1.0	sum	203	CAGE:Ciliary Epithelial Cells,	cage	fantom	fantom
203	CNhs11966-	path/to/data/coverage-.w5	768	384	1.0	sum	202	CAGE:Ciliary Epithelial Cells,	cage	fantom	fantom
204	CNhs10872+	path/to/data/coverage+.w5	768	384	1.0	sum	205	CAGE:Endothelial Cells - Umbilical vein,	cage	fantom	fantom
205	CNhs10872-	path/to/data/coverage-.w5	768	384	1.0	sum	204	CAGE:Endothelial Cells - Umbilical vein,	cage	fantom	fantom
206	CNhs12011+	path/to/data/coverage+.w5	768	384	1.0	sum	207	CAGE:Fibroblast - Aortic Adventitial,	cage	fantom	fantom
207	CNhs12011-	path/to/data/coverage-.w5	768	384	1.0	sum	206	CAGE:Fibroblast - Aortic Adventitial,	cage	fantom	fantom
208	CNhs10875+	path/to/data/coverage+.w5	768	384	1.0	sum	209	CAGE:Intestinal epithelial cells (polarized),	cage	fantom	fantom
209	CNhs10875-	path/to/data/coverage-.w5	768	384	1.0	sum	208	CAGE:Intestinal epithelial cells (polarized),	cage	fantom	fantom
210	CNhs12064+	path/to/data/coverage+.w5	768	384	1.0	sum	211	CAGE:Anulus Pulposus Cell,	cage	fantom	fantom
211	CNhs12064-	path/to/data/coverage-.w5	768	384	1.0	sum	210	CAGE:Anulus Pulposus Cell,	cage	fantom	fantom
212	CNhs10877+	path/to/data/coverage+.w5	768	384	1.0	sum	213	CAGE:Pancreatic stromal cells,	cage	fantom	fantom
213	CNhs10877-	path/to/data/coverage-.w5	768	384	1.0	sum	212	CAGE:Pancreatic stromal cells,	cage	fantom	fantom
214	CNhs10878+	path/to/data/coverage+.w5	768	384	1.0	sum	215	CAGE:Fibroblast - Pulmonary Artery,	cage	fantom	fantom
215	CNhs10878-	path/to/data/coverage-.w5	768	384	1.0	sum	214	CAGE:Fibroblast - Pulmonary Artery,	cage	fantom	fantom
216	CNhs10879+	path/to/data/coverage+.w5	768	384	1.0	sum	217	CAGE:Keratinocyte - oral,	cage	fantom	fantom
217	CNhs10879-	path/to/data/coverage-.w5	768	384	1.0	sum	216	CAGE:Keratinocyte - oral,	cage	fantom	fantom
218	CNhs10881+	path/to/data/coverage+.w5	768	384	1.0	sum	219	CAGE:Nucleus Pulposus Cell,	cage	fantom	fantom
219	CNhs10881-	path/to/data/coverage-.w5	768	384	1.0	sum	218	CAGE:Nucleus Pulposus Cell,	cage	fantom	fantom
220	CNhs10882+	path/to/data/coverage+.w5	768	384	1.0	sum	221	CAGE:Prostate Epithelial Cells (polarized),	cage	fantom	fantom
221	CNhs10882-	path/to/data/coverage-.w5	768	384	1.0	sum	220	CAGE:Prostate Epithelial Cells (polarized),	cage	fantom	fantom
222	CNhs12015+	path/to/data/coverage+.w5	768	384	1.0	sum	223	CAGE:Prostate Stromal Cells,	cage	fantom	fantom
223	CNhs12015-	path/to/data/coverage-.w5	768	384	1.0	sum	222	CAGE:Prostate Stromal Cells,	cage	fantom	fantom
224	CNhs12016+	path/to/data/coverage+.w5	768	384	1.0	sum	225	CAGE:Small Airway Epithelial Cells,	cage	fantom	fantom
225	CNhs12016-	path/to/data/coverage-.w5	768	384	1.0	sum	224	CAGE:Small Airway Epithelial Cells,	cage	fantom	fantom
226	CNhs11045+	path/to/data/coverage+.w5	768	384	1.0	sum	227	CAGE:cord blood derived cell line:COBL-a untreated	cage	fantom	fantom
227	CNhs11045-	path/to/data/coverage-.w5	768	384	1.0	sum	226	CAGE:cord blood derived cell line:COBL-a untreated	cage	fantom	fantom
228	CNhs11046+	path/to/data/coverage+.w5	768	384	1.0	sum	229	CAGE:embryonic kidney cell line: HEK293/SLAM untreated	cage	fantom	fantom
229	CNhs11046-	path/to/data/coverage-.w5	768	384	1.0	sum	228	CAGE:embryonic kidney cell line: HEK293/SLAM untreated	cage	fantom	fantom
230	CNhs11047+	path/to/data/coverage+.w5	768	384	1.0	sum	231	CAGE:embryonic kidney cell line: HEK293/SLAM infection, 24hr	cage	fantom	fantom
231	CNhs11047-	path/to/data/coverage-.w5	768	384	1.0	sum	230	CAGE:embryonic kidney cell line: HEK293/SLAM infection, 24hr	cage	fantom	fantom
232	CNhs11049+	path/to/data/coverage+.w5	768	384	1.0	sum	233	CAGE:cord blood derived cell line:COBL-a 24h infection(-C)	cage	fantom	fantom
233	CNhs11049-	path/to/data/coverage-.w5	768	384	1.0	sum	232	CAGE:cord blood derived cell line:COBL-a 24h infection(-C)	cage	fantom	fantom
234	CNhs11050+	path/to/data/coverage+.w5	768	384	1.0	sum	235	CAGE:cord blood derived cell line:COBL-a 24h infection	cage	fantom	fantom
235	CNhs11050-	path/to/data/coverage-.w5	768	384	1.0	sum	234	CAGE:cord blood derived cell line:COBL-a 24h infection	cage	fantom	fantom
236	CNhs11969+	path/to/data/coverage+.w5	768	384	1.0	sum	237	CAGE:Adipocyte - breast,	cage	fantom	fantom
237	CNhs11969-	path/to/data/coverage-.w5	768	384	1.0	sum	236	CAGE:Adipocyte - breast,	cage	fantom	fantom
238	CNhs11052+	path/to/data/coverage+.w5	768	384	1.0	sum	239	CAGE:Preadipocyte - breast,	cage	fantom	fantom
239	CNhs11052-	path/to/data/coverage-.w5	768	384	1.0	sum	238	CAGE:Preadipocyte - breast,	cage	fantom	fantom
240	CNhs12067+	path/to/data/coverage+.w5	768	384	1.0	sum	241	CAGE:Adipocyte - omental,	cage	fantom	fantom
241	CNhs12067-	path/to/data/coverage-.w5	768	384	1.0	sum	240	CAGE:Adipocyte - omental,	cage	fantom	fantom
242	CNhs11057+	path/to/data/coverage+.w5	768	384	1.0	sum	243	CAGE:Mesenchymal Stem Cells - Wharton's Jelly,	cage	fantom	fantom
243	CNhs11057-	path/to/data/coverage-.w5	768	384	1.0	sum	242	CAGE:Mesenchymal Stem Cells - Wharton's Jelly,	cage	fantom	fantom
244	CNhs11061+	path/to/data/coverage+.w5	768	384	1.0	sum	245	CAGE:Gingival epithelial cells,  (GEA11)	cage	fantom	fantom
245	CNhs11061-	path/to/data/coverage-.w5	768	384	1.0	sum	244	CAGE:Gingival epithelial cells,  (GEA11)	cage	fantom	fantom
246	CNhs11384+	path/to/data/coverage+.w5	768	384	1.0	sum	247	CAGE:Neural stem cells,	cage	fantom	fantom
247	CNhs11384-	path/to/data/coverage-.w5	768	384	1.0	sum	246	CAGE:Neural stem cells,	cage	fantom	fantom
248	CNhs11064+	path/to/data/coverage+.w5	768	384	1.0	sum	249	CAGE:Keratinocyte - epidermal,	cage	fantom	fantom
249	CNhs11064-	path/to/data/coverage-.w5	768	384	1.0	sum	248	CAGE:Keratinocyte - epidermal,	cage	fantom	fantom
250	CNhs11902+	path/to/data/coverage+.w5	768	384	1.0	sum	251	CAGE:Preadipocyte - omental,	cage	fantom	fantom
251	CNhs11902-	path/to/data/coverage-.w5	768	384	1.0	sum	250	CAGE:Preadipocyte - omental,	cage	fantom	fantom
252	CNhs12046+	path/to/data/coverage+.w5	768	384	1.0	sum	253	CAGE:Smooth Muscle Cells - Internal Thoracic Artery,	cage	fantom	fantom
253	CNhs12046-	path/to/data/coverage-.w5	768	384	1.0	sum	252	CAGE:Smooth Muscle Cells - Internal Thoracic Artery,	cage	fantom	fantom
254	CNhs11068+	path/to/data/coverage+.w5	768	384	1.0	sum	255	CAGE:Synoviocyte,	cage	fantom	fantom
255	CNhs11068-	path/to/data/coverage-.w5	768	384	1.0	sum	254	CAGE:Synoviocyte,	cage	fantom	fantom
256	CNhs11073+	path/to/data/coverage+.w5	768	384	1.0	sum	257	CAGE:Mast cell - stimulated,	cage	fantom	fantom
257	CNhs11073-	path/to/data/coverage-.w5	768	384	1.0	sum	256	CAGE:Mast cell - stimulated,	cage	fantom	fantom
258	CNhs11912+	path/to/data/coverage+.w5	768	384	1.0	sum	259	CAGE:Fibroblast - skin spinal muscular atrophy,	cage	fantom	fantom
259	CNhs11912-	path/to/data/coverage-.w5	768	384	1.0	sum	258	CAGE:Fibroblast - skin spinal muscular atrophy,	cage	fantom	fantom
260	CNhs11075+	path/to/data/coverage+.w5	768	384	1.0	sum	261	CAGE:Whole blood (ribopure), , donation1	cage	fantom	fantom
261	CNhs11075-	path/to/data/coverage-.w5	768	384	1.0	sum	260	CAGE:Whole blood (ribopure), , donation1	cage	fantom	fantom
262	CNhs11671+	path/to/data/coverage+.w5	768	384	1.0	sum	263	CAGE:Whole blood (ribopure), , donation2	cage	fantom	fantom
263	CNhs11671-	path/to/data/coverage-.w5	768	384	1.0	sum	262	CAGE:Whole blood (ribopure), , donation2	cage	fantom	fantom
264	CNhs11382+	path/to/data/coverage+.w5	768	384	1.0	sum	265	CAGE:Mammary Epithelial Cell,	cage	fantom	fantom
265	CNhs11382-	path/to/data/coverage-.w5	768	384	1.0	sum	264	CAGE:Mammary Epithelial Cell,	cage	fantom	fantom
266	CNhs11385+	path/to/data/coverage+.w5	768	384	1.0	sum	267	CAGE:Osteoblast,	cage	fantom	fantom
267	CNhs11385-	path/to/data/coverage-.w5	768	384	1.0	sum	266	CAGE:Osteoblast,	cage	fantom	fantom
268	CNhs11079+	path/to/data/coverage+.w5	768	384	1.0	sum	269	CAGE:Placental Epithelial Cells,	cage	fantom	fantom
269	CNhs11079-	path/to/data/coverage-.w5	768	384	1.0	sum	268	CAGE:Placental Epithelial Cells,	cage	fantom	fantom
270	CNhs12038+	path/to/data/coverage+.w5	768	384	1.0	sum	271	CAGE:Preadipocyte - subcutaneous,	cage	fantom	fantom
271	CNhs12038-	path/to/data/coverage-.w5	768	384	1.0	sum	270	CAGE:Preadipocyte - subcutaneous,	cage	fantom	fantom
272	CNhs11082+	path/to/data/coverage+.w5	768	384	1.0	sum	273	CAGE:Preadipocyte - visceral,	cage	fantom	fantom
273	CNhs11082-	path/to/data/coverage-.w5	768	384	1.0	sum	272	CAGE:Preadipocyte - visceral,	cage	fantom	fantom
274	CNhs12053+	path/to/data/coverage+.w5	768	384	1.0	sum	275	CAGE:Skeletal Muscle Cells,	cage	fantom	fantom
275	CNhs12053-	path/to/data/coverage-.w5	768	384	1.0	sum	274	CAGE:Skeletal Muscle Cells,	cage	fantom	fantom
276	CNhs11984+	path/to/data/coverage+.w5	768	384	1.0	sum	277	CAGE:Skeletal muscle cells differentiated into Myotubes - multinucleated,	cage	fantom	fantom
277	CNhs11984-	path/to/data/coverage-.w5	768	384	1.0	sum	276	CAGE:Skeletal muscle cells differentiated into Myotubes - multinucleated,	cage	fantom	fantom
278	CNhs11086+	path/to/data/coverage+.w5	768	384	1.0	sum	279	CAGE:Smooth Muscle Cells - Brachiocephalic,	cage	fantom	fantom
279	CNhs11086-	path/to/data/coverage-.w5	768	384	1.0	sum	278	CAGE:Smooth Muscle Cells - Brachiocephalic,	cage	fantom	fantom
280	CNhs11087+	path/to/data/coverage+.w5	768	384	1.0	sum	281	CAGE:Smooth Muscle Cells - Carotid,	cage	fantom	fantom
281	CNhs11087-	path/to/data/coverage-.w5	768	384	1.0	sum	280	CAGE:Smooth Muscle Cells - Carotid,	cage	fantom	fantom
282	CNhs11088+	path/to/data/coverage+.w5	768	384	1.0	sum	283	CAGE:Smooth Muscle Cells - Coronary Artery,	cage	fantom	fantom
283	CNhs11088-	path/to/data/coverage-.w5	768	384	1.0	sum	282	CAGE:Smooth Muscle Cells - Coronary Artery,	cage	fantom	fantom
284	CNhs11089+	path/to/data/coverage+.w5	768	384	1.0	sum	285	CAGE:Smooth Muscle Cells - Pulmonary Artery,	cage	fantom	fantom
285	CNhs11089-	path/to/data/coverage-.w5	768	384	1.0	sum	284	CAGE:Smooth Muscle Cells - Pulmonary Artery,	cage	fantom	fantom
286	CNhs12048+	path/to/data/coverage+.w5	768	384	1.0	sum	287	CAGE:Smooth Muscle Cells - Subclavian Artery,	cage	fantom	fantom
287	CNhs12048-	path/to/data/coverage-.w5	768	384	1.0	sum	286	CAGE:Smooth Muscle Cells - Subclavian Artery,	cage	fantom	fantom
288	CNhs11091+	path/to/data/coverage+.w5	768	384	1.0	sum	289	CAGE:Smooth Muscle Cells - Umbilical Artery,	cage	fantom	fantom
289	CNhs11091-	path/to/data/coverage-.w5	768	384	1.0	sum	288	CAGE:Smooth Muscle Cells - Umbilical Artery,	cage	fantom	fantom
290	CNhs12051+	path/to/data/coverage+.w5	768	384	1.0	sum	291	CAGE:Tracheal Epithelial Cells,	cage	fantom	fantom
291	CNhs12051-	path/to/data/coverage-.w5	768	384	1.0	sum	290	CAGE:Tracheal Epithelial Cells,	cage	fantom	fantom
292	CNhs11100+	path/to/data/coverage+.w5	768	384	1.0	sum	293	CAGE:ductal cell carcinoma cell line:KLM-1	cage	fantom	fantom
293	CNhs11100-	path/to/data/coverage-.w5	768	384	1.0	sum	292	CAGE:ductal cell carcinoma cell line:KLM-1	cage	fantom	fantom
294	CNhs11245+	path/to/data/coverage+.w5	768	384	1.0	sum	295	CAGE:schwannoma cell line:HS-PSS, tech_	cage	fantom	fantom
295	CNhs11245-	path/to/data/coverage-.w5	768	384	1.0	sum	294	CAGE:schwannoma cell line:HS-PSS, tech_	cage	fantom	fantom
296	CNhs11185+	path/to/data/coverage+.w5	768	384	1.0	sum	297	CAGE:glioblastoma cell line:A172, tech_	cage	fantom	fantom
297	CNhs11185-	path/to/data/coverage-.w5	768	384	1.0	sum	296	CAGE:glioblastoma cell line:A172, tech_	cage	fantom	fantom
298	CNhs11243+	path/to/data/coverage+.w5	768	384	1.0	sum	299	CAGE:prostate cancer cell line:PC-3	cage	fantom	fantom
299	CNhs11243-	path/to/data/coverage-.w5	768	384	1.0	sum	298	CAGE:prostate cancer cell line:PC-3	cage	fantom	fantom
300	CNhs11244+	path/to/data/coverage+.w5	768	384	1.0	sum	301	CAGE:synovial sarcoma cell line:HS-SY-II	cage	fantom	fantom
301	CNhs11244-	path/to/data/coverage-.w5	768	384	1.0	sum	300	CAGE:synovial sarcoma cell line:HS-SY-II	cage	fantom	fantom
302	CNhs11247+	path/to/data/coverage+.w5	768	384	1.0	sum	303	CAGE:epithelioid sarcoma cell line:HS-ES-1	cage	fantom	fantom
303	CNhs11247-	path/to/data/coverage-.w5	768	384	1.0	sum	302	CAGE:epithelioid sarcoma cell line:HS-ES-1	cage	fantom	fantom
304	CNhs11249+	path/to/data/coverage+.w5	768	384	1.0	sum	305	CAGE:endometrial stromal sarcoma cell line:OMC-9	cage	fantom	fantom
305	CNhs11249-	path/to/data/coverage-.w5	768	384	1.0	sum	304	CAGE:endometrial stromal sarcoma cell line:OMC-9	cage	fantom	fantom
306	CNhs11250+	path/to/data/coverage+.w5	768	384	1.0	sum	307	CAGE:chronic myelogenous leukemia cell line:K562	cage	fantom	fantom
307	CNhs11250-	path/to/data/coverage-.w5	768	384	1.0	sum	306	CAGE:chronic myelogenous leukemia cell line:K562	cage	fantom	fantom
308	CNhs11251+	path/to/data/coverage+.w5	768	384	1.0	sum	309	CAGE:acute lymphoblastic leukemia (B-ALL) cell line:BALL-1	cage	fantom	fantom
309	CNhs11251-	path/to/data/coverage-.w5	768	384	1.0	sum	308	CAGE:acute lymphoblastic leukemia (B-ALL) cell line:BALL-1	cage	fantom	fantom
310	CNhs11252+	path/to/data/coverage+.w5	768	384	1.0	sum	311	CAGE:squamous cell carcinoma cell line:EC-GI-10	cage	fantom	fantom
311	CNhs11252-	path/to/data/coverage-.w5	768	384	1.0	sum	310	CAGE:squamous cell carcinoma cell line:EC-GI-10	cage	fantom	fantom
312	CNhs11253+	path/to/data/coverage+.w5	768	384	1.0	sum	313	CAGE:acute lymphoblastic leukemia (T-ALL) cell line:Jurkat	cage	fantom	fantom
313	CNhs11253-	path/to/data/coverage-.w5	768	384	1.0	sum	312	CAGE:acute lymphoblastic leukemia (T-ALL) cell line:Jurkat	cage	fantom	fantom
314	CNhs11254+	path/to/data/coverage+.w5	768	384	1.0	sum	315	CAGE:melanoma cell line:G-361	cage	fantom	fantom
315	CNhs11254-	path/to/data/coverage-.w5	768	384	1.0	sum	314	CAGE:melanoma cell line:G-361	cage	fantom	fantom
316	CNhs11255+	path/to/data/coverage+.w5	768	384	1.0	sum	317	CAGE:rectal cancer cell line:TT1TKB	cage	fantom	fantom
317	CNhs11255-	path/to/data/coverage-.w5	768	384	1.0	sum	316	CAGE:rectal cancer cell line:TT1TKB	cage	fantom	fantom
318	CNhs11256+	path/to/data/coverage+.w5	768	384	1.0	sum	319	CAGE:gall bladder carcinoma cell line:TGBC14TKB	cage	fantom	fantom
319	CNhs11256-	path/to/data/coverage-.w5	768	384	1.0	sum	318	CAGE:gall bladder carcinoma cell line:TGBC14TKB	cage	fantom	fantom
320	CNhs11257+	path/to/data/coverage+.w5	768	384	1.0	sum	321	CAGE:renal cell carcinoma cell line:TUHR10TKB	cage	fantom	fantom
321	CNhs11257-	path/to/data/coverage-.w5	768	384	1.0	sum	320	CAGE:renal cell carcinoma cell line:TUHR10TKB	cage	fantom	fantom
322	CNhs11258+	path/to/data/coverage+.w5	768	384	1.0	sum	323	CAGE:myeloma cell line:PCM6	cage	fantom	fantom
323	CNhs11258-	path/to/data/coverage-.w5	768	384	1.0	sum	322	CAGE:myeloma cell line:PCM6	cage	fantom	fantom
324	CNhs11259+	path/to/data/coverage+.w5	768	384	1.0	sum	325	CAGE:ductal cell carcinoma cell line:MIA Paca2	cage	fantom	fantom
325	CNhs11259-	path/to/data/coverage-.w5	768	384	1.0	sum	324	CAGE:ductal cell carcinoma cell line:MIA Paca2	cage	fantom	fantom
326	CNhs11260+	path/to/data/coverage+.w5	768	384	1.0	sum	327	CAGE:prostate cancer cell line:DU145	cage	fantom	fantom
327	CNhs11260-	path/to/data/coverage-.w5	768	384	1.0	sum	326	CAGE:prostate cancer cell line:DU145	cage	fantom	fantom
328	CNhs11261+	path/to/data/coverage+.w5	768	384	1.0	sum	329	CAGE:transitional-cell carcinoma cell line:JMSU1	cage	fantom	fantom
329	CNhs11261-	path/to/data/coverage-.w5	768	384	1.0	sum	328	CAGE:transitional-cell carcinoma cell line:JMSU1	cage	fantom	fantom
330	CNhs11263+	path/to/data/coverage+.w5	768	384	1.0	sum	331	CAGE:mesothelioma cell line:ACC-MESO-1	cage	fantom	fantom
331	CNhs11263-	path/to/data/coverage-.w5	768	384	1.0	sum	330	CAGE:mesothelioma cell line:ACC-MESO-1	cage	fantom	fantom
332	CNhs11264+	path/to/data/coverage+.w5	768	384	1.0	sum	333	CAGE:mesothelioma cell line:ACC-MESO-4	cage	fantom	fantom
333	CNhs11264-	path/to/data/coverage-.w5	768	384	1.0	sum	332	CAGE:mesothelioma cell line:ACC-MESO-4	cage	fantom	fantom
334	CNhs11265+	path/to/data/coverage+.w5	768	384	1.0	sum	335	CAGE:bile duct carcinoma cell line:TFK-1	cage	fantom	fantom
335	CNhs11265-	path/to/data/coverage-.w5	768	384	1.0	sum	334	CAGE:bile duct carcinoma cell line:TFK-1	cage	fantom	fantom
336	CNhs11266+	path/to/data/coverage+.w5	768	384	1.0	sum	337	CAGE:endometrial carcinoma cell line:OMC-2	cage	fantom	fantom
337	CNhs11266-	path/to/data/coverage-.w5	768	384	1.0	sum	336	CAGE:endometrial carcinoma cell line:OMC-2	cage	fantom	fantom
338	CNhs11267+	path/to/data/coverage+.w5	768	384	1.0	sum	339	CAGE:retinoblastoma cell line:Y79	cage	fantom	fantom
339	CNhs11267-	path/to/data/coverage-.w5	768	384	1.0	sum	338	CAGE:retinoblastoma cell line:Y79	cage	fantom	fantom
340	CNhs11268+	path/to/data/coverage+.w5	768	384	1.0	sum	341	CAGE:Burkitt's lymphoma cell line:RAJI	cage	fantom	fantom
341	CNhs11268-	path/to/data/coverage-.w5	768	384	1.0	sum	340	CAGE:Burkitt's lymphoma cell line:RAJI	cage	fantom	fantom
342	CNhs11269+	path/to/data/coverage+.w5	768	384	1.0	sum	343	CAGE:rhabdomyosarcoma cell line:RMS-YM	cage	fantom	fantom
343	CNhs11269-	path/to/data/coverage-.w5	768	384	1.0	sum	342	CAGE:rhabdomyosarcoma cell line:RMS-YM	cage	fantom	fantom
344	CNhs11270+	path/to/data/coverage+.w5	768	384	1.0	sum	345	CAGE:signet ring carcinoma cell line:NUGC-4	cage	fantom	fantom
345	CNhs11270-	path/to/data/coverage-.w5	768	384	1.0	sum	344	CAGE:signet ring carcinoma cell line:NUGC-4	cage	fantom	fantom
346	CNhs11271+	path/to/data/coverage+.w5	768	384	1.0	sum	347	CAGE:hepatoma cell line:Li-7	cage	fantom	fantom
347	CNhs11271-	path/to/data/coverage-.w5	768	384	1.0	sum	346	CAGE:hepatoma cell line:Li-7	cage	fantom	fantom
348	CNhs11272+	path/to/data/coverage+.w5	768	384	1.0	sum	349	CAGE:glioblastoma cell line:T98G	cage	fantom	fantom
349	CNhs11272-	path/to/data/coverage-.w5	768	384	1.0	sum	348	CAGE:glioblastoma cell line:T98G	cage	fantom	fantom
350	CNhs11273+	path/to/data/coverage+.w5	768	384	1.0	sum	351	CAGE:squamous cell lung carcinoma cell line:EBC-1	cage	fantom	fantom
351	CNhs11273-	path/to/data/coverage-.w5	768	384	1.0	sum	350	CAGE:squamous cell lung carcinoma cell line:EBC-1	cage	fantom	fantom
352	CNhs11274+	path/to/data/coverage+.w5	768	384	1.0	sum	353	CAGE:giant cell carcinoma cell line:LU65	cage	fantom	fantom
353	CNhs11274-	path/to/data/coverage-.w5	768	384	1.0	sum	352	CAGE:giant cell carcinoma cell line:LU65	cage	fantom	fantom
354	CNhs11275+	path/to/data/coverage+.w5	768	384	1.0	sum	355	CAGE:lung adenocarcinoma cell line:A549	cage	fantom	fantom
355	CNhs11275-	path/to/data/coverage-.w5	768	384	1.0	sum	354	CAGE:lung adenocarcinoma cell line:A549	cage	fantom	fantom
356	CNhs11276+	path/to/data/coverage+.w5	768	384	1.0	sum	357	CAGE:neuroblastoma cell line:CHP-134	cage	fantom	fantom
357	CNhs11276-	path/to/data/coverage-.w5	768	384	1.0	sum	356	CAGE:neuroblastoma cell line:CHP-134	cage	fantom	fantom
358	CNhs11277+	path/to/data/coverage+.w5	768	384	1.0	sum	359	CAGE:large cell lung carcinoma cell line:IA-LM	cage	fantom	fantom
359	CNhs11277-	path/to/data/coverage-.w5	768	384	1.0	sum	358	CAGE:large cell lung carcinoma cell line:IA-LM	cage	fantom	fantom
360	CNhs11279+	path/to/data/coverage+.w5	768	384	1.0	sum	361	CAGE:osteosarcoma cell line:143B/TK^(-)neo^(R)	cage	fantom	fantom
361	CNhs11279-	path/to/data/coverage-.w5	768	384	1.0	sum	360	CAGE:osteosarcoma cell line:143B/TK^(-)neo^(R)	cage	fantom	fantom
362	CNhs11280+	path/to/data/coverage+.w5	768	384	1.0	sum	363	CAGE:colon carcinoma cell line:CACO-2	cage	fantom	fantom
363	CNhs11280-	path/to/data/coverage-.w5	768	384	1.0	sum	362	CAGE:colon carcinoma cell line:CACO-2	cage	fantom	fantom
364	CNhs11281+	path/to/data/coverage+.w5	768	384	1.0	sum	365	CAGE:melanoma cell line:COLO 679	cage	fantom	fantom
365	CNhs11281-	path/to/data/coverage-.w5	768	384	1.0	sum	364	CAGE:melanoma cell line:COLO 679	cage	fantom	fantom
366	CNhs11282+	path/to/data/coverage+.w5	768	384	1.0	sum	367	CAGE:acute lymphoblastic leukemia (B-ALL) cell line:NALM-6	cage	fantom	fantom
367	CNhs11282-	path/to/data/coverage-.w5	768	384	1.0	sum	366	CAGE:acute lymphoblastic leukemia (B-ALL) cell line:NALM-6	cage	fantom	fantom
368	CNhs11283+	path/to/data/coverage+.w5	768	384	1.0	sum	369	CAGE:cholangiocellular carcinoma cell line:HuH-28	cage	fantom	fantom
369	CNhs11283-	path/to/data/coverage-.w5	768	384	1.0	sum	368	CAGE:cholangiocellular carcinoma cell line:HuH-28	cage	fantom	fantom
370	CNhs11284+	path/to/data/coverage+.w5	768	384	1.0	sum	371	CAGE:neuroblastoma cell line:NB-1	cage	fantom	fantom
371	CNhs11284-	path/to/data/coverage-.w5	768	384	1.0	sum	370	CAGE:neuroblastoma cell line:NB-1	cage	fantom	fantom
372	CNhs11285+	path/to/data/coverage+.w5	768	384	1.0	sum	373	CAGE:small cell lung carcinoma cell line:LK-2	cage	fantom	fantom
373	CNhs11285-	path/to/data/coverage-.w5	768	384	1.0	sum	372	CAGE:small cell lung carcinoma cell line:LK-2	cage	fantom	fantom
374	CNhs11286+	path/to/data/coverage+.w5	768	384	1.0	sum	375	CAGE:gastric cancer cell line:AZ521	cage	fantom	fantom
375	CNhs11286-	path/to/data/coverage-.w5	768	384	1.0	sum	374	CAGE:gastric cancer cell line:AZ521	cage	fantom	fantom
376	CNhs11287+	path/to/data/coverage+.w5	768	384	1.0	sum	377	CAGE:oral squamous cell carcinoma cell line:HO-1-u-1	cage	fantom	fantom
377	CNhs11287-	path/to/data/coverage-.w5	768	384	1.0	sum	376	CAGE:oral squamous cell carcinoma cell line:HO-1-u-1	cage	fantom	fantom
378	CNhs11288+	path/to/data/coverage+.w5	768	384	1.0	sum	379	CAGE:cervical cancer cell line:D98-AH2	cage	fantom	fantom
379	CNhs11288-	path/to/data/coverage-.w5	768	384	1.0	sum	378	CAGE:cervical cancer cell line:D98-AH2	cage	fantom	fantom
380	CNhs11289+	path/to/data/coverage+.w5	768	384	1.0	sum	381	CAGE:cervical cancer cell line:ME-180	cage	fantom	fantom
381	CNhs11289-	path/to/data/coverage-.w5	768	384	1.0	sum	380	CAGE:cervical cancer cell line:ME-180	cage	fantom	fantom
382	CNhs11290+	path/to/data/coverage+.w5	768	384	1.0	sum	383	CAGE:osteosarcoma cell line:HS-Os-1	cage	fantom	fantom
